TenantId,AttachmentCount,AuthenticationDetails,AdditionalFields,ConfidenceLevel,Connectors,DetectionMethods,DeliveryAction,DeliveryLocation,EmailClusterId,EmailDirection,EmailLanguage,EmailAction,EmailActionPolicy,EmailActionPolicyGuid,OrgLevelAction,OrgLevelPolicy,InternetMessageId,NetworkMessageId,RecipientEmailAddress,RecipientObjectId,ReportId,SenderDisplayName,SenderFromAddress,SenderFromDomain,SenderObjectId,SenderIPv4,SenderIPv6,SenderMailFromAddress,SenderMailFromDomain,Subject,ThreatTypes,ThreatNames,TimeGenerated,Timestamp,UrlCount,UserLevelAction,UserLevelPolicy,BulkComplaintLevel,LatestDeliveryLocation,LatestDeliveryAction,ExchangeTransportRule,DistributionList,ForwardingInformation,Context,To,Cc,ThreatClassification,RecipientDomain,EmailSize,IsFirstContact,SourceSystem,Type
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}",,,KustoIndustries.com Intra-org connector,,Delivered,Inbox/folder,7590295943,Intra-org,en,Deliver to recipient's Inbox,Default,f6bef7aa-db1e-445e-ba96-315a63ec75d0,Allow,Default anti-spam policy,<MW2PR01MB4188669976F90BBB4956A61A@MW2PR01MB4188.NAMP264.PROD.OUTLOOK.COM>,a8797b19-79b2-4758-a7c0-4e07dcb4c28b,kevin.nguyen@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc05,a8797b19-79b2-4758-a7c0-4e07dcb4c28b-8495985425781574775-1,David Kim,david.kim@KustoIndustries.com,KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc04,40.126.24.153,,david.kim@KustoIndustries.com,KustoIndustries.com,Meeting Invitation: All Hands,,,2026-02-12T14:37:10.515Z,2026-02-12T14:37:10.515Z,1,Move to the deleted items folder,Safe sender,0,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",,,,"[""Kevin Nguyen <kevin.nguyen@KustoIndustries.com>""]",[],,KustoIndustries.com,119261,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}","{""Size"":60927,""InternetHeaders"":{},""SCL"":1}",,KustoIndustries.com Intra-org connector,,Delivered,Inbox/folder,8720313364,Intra-org,en,Deliver to recipient's Inbox,Default,18d7f9d5-1686-4993-a9da-39ba7e750d3d,Allow,Default anti-spam policy,<MWHPR01MB352517E0DBA9787D4E82A3B4@MWHPR01MB3525.GBRP264.PROD.OUTLOOK.COM>,070152a9-4dba-44c6-b10c-a08a95442ee7,robert.taylor@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc06,070152a9-4dba-44c6-b10c-a08a95442ee7-4706718317447326923-1,David Kim,david.kim@KustoIndustries.com,KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc04,104.47.58.100,,david.kim@KustoIndustries.com,KustoIndustries.com,Weekly Team Meeting Notes,,,2026-02-12T14:40:10.515Z,2026-02-12T14:40:10.515Z,1,,,0,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",,,Trigger,"[""Robert Taylor <robert.taylor@KustoIndustries.com>""]",[],,KustoIndustries.com,28771,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}","{""Size"":106173,""InternetHeaders"":{},""SCL"":0}",,,,Delivered,Inbox/folder,7848983791,Intra-org,en,Deliver to recipient's Inbox,Default,1abd252f-910a-4054-a0bf-4bf42f533fa2,,,<CY4PR01MB96362C33B509D0454668BD7B@CY4PR01MB9636.JPNP264.PROD.OUTLOOK.COM>,b616df1e-c4a7-4ab7-af6f-342c6df8e166,robert.taylor@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc06,b616df1e-c4a7-4ab7-af6f-342c6df8e166-2663273188130030861-1,HR Department,hr@KustoIndustries.com,KustoIndustries.com,b14c2a3e-8f17-4d59-a2e1-309f7c81aa11,52.100.136.11,,hr@KustoIndustries.com,KustoIndustries.com,IT Support Ticket #35367,,,2026-02-12T14:40:11.515Z,2026-02-12T14:40:11.515Z,0,,,0,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",,,,"[""Robert Taylor <robert.taylor@KustoIndustries.com>""]",[],,KustoIndustries.com,32077,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}",,,,,Blocked,Failed,1888286797,Unknown,en,Block message,Anti-spam policy,96aa0777-d9e5-4a01-8e9d-e906fe527e06,Block,Anti-spam policy,<SN6PR01MB492240C8790825A14FD7A42E@SN6PR01MB4922.GBRP264.PROD.OUTLOOK.COM>,5a32f268-34ee-4641-9f5a-f5839316d9b3,lnguyen@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc07,5a32f268-34ee-4641-9f5a-f5839316d9b3-9640047063389021270-1,outbound,noreply@outbound.mailservice.biz,outbound.mailservice.biz,,28.41.223.224,,noreply@outbound.mailservice.biz,outbound.mailservice.biz,Weekly Team Meeting Notes,,,2026-02-12T14:40:24.515Z,2026-02-12T14:40:24.515Z,0,,,4,Failed,Blocked,,,,,"[""Lisa Nguyen <lnguyen@KustoIndustries.com>""]",[],,KustoIndustries.com,18778,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}","{""Size"":52610,""InternetHeaders"":{},""SCL"":0}",,,,Delivered,Inbox/folder,8863483743,Intra-org,fr,Deliver to recipient's Inbox,Default,5f1dea18-b882-42d1-823b-6b6557b3f58c,,,<DM6PR01MB2707E8F0B1E16E694CC5A8D2@DM6PR01MB2707.DEUP264.PROD.OUTLOOK.COM>,224574ae-b1c1-4b1b-a508-b5e74f1af45f,lnguyen@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc07,224574ae-b1c1-4b1b-a508-b5e74f1af45f-1601760018308960731-1,David Kim,david.kim@KustoIndustries.com,KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc04,52.100.136.12,,david.kim@KustoIndustries.com,KustoIndustries.com,Re: Your Recent Request,,,2026-02-12T14:42:33.515Z,2026-02-12T14:42:33.515Z,1,,,0,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",,,,"[""Lisa Nguyen <lnguyen@KustoIndustries.com>""]",[],,KustoIndustries.com,45311,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}","{""Size"":70206,""InternetHeaders"":{},""SCL"":8}",,,,Blocked,Failed,6052773766,Unknown,en,Block message,Anti-spam policy,afaf9593-6738-4f67-ad1b-614d9352f9b7,Block,Anti-spam policy,<BLUPR01MB8616EB95CC6AAA0F4A2088FC@BLUPR01MB8616.JPNP264.PROD.OUTLOOK.COM>,262d58b4-2abc-4b7c-9387-e43749e5a888,kevin.nguyen@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc05,262d58b4-2abc-4b7c-9387-e43749e5a888-1215951818270586473-1,mail-relay,noreply@mail-relay.example.net,mail-relay.example.net,,79.92.199.5,,noreply@mail-relay.example.net,mail-relay.example.net,Document Shared: Meeting Notes,,,2026-02-12T14:43:10.515Z,2026-02-12T14:43:10.515Z,0,,,5,Failed,Blocked,,,,,"[""Kevin Nguyen <kevin.nguyen@KustoIndustries.com>""]",[],,KustoIndustries.com,50477,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""SPF"": ""pass"", ""DKIM"": ""pass"", ""DMARC"": ""pass"", ""CompAuth"": ""pass""}","{""Size"":55598,""InternetHeaders"":{},""SCL"":1}",,,,Delivered,Inbox/folder,1344192489,Inbound,fr,Deliver to recipient's Inbox,Default,,Allow,Default anti-spam policy,<BYAPR01MB17402C105DBF05F34A128439@BYAPR01MB1740.DEUP264.PROD.OUTLOOK.COM>,4e134115-3f27-46c2-a028-e628e8d5274a,lnguyen@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc07,4e134115-3f27-46c2-a028-e628e8d5274a-3645211987613403835-1,SharePoint Online,noreply@sharepoint.com,sharepoint.com,,118.236.249.193,,noreply@sharepoint.com,sharepoint.com,Project Status Update,,,2026-02-12T14:43:12.515Z,2026-02-12T14:43:12.515Z,1,,,0,Inbox/folder,Delivered,,,,,"[""Lisa Nguyen <lnguyen@KustoIndustries.com>""]",[],,KustoIndustries.com,84891,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}","{""Size"":77268,""InternetHeaders"":{},""SCL"":1}",,KustoIndustries.com Intra-org connector,,Delivered,Inbox/folder,2551497466,Intra-org,en,Deliver to recipient's Inbox,Default,96e5aa73-79ec-407c-92d8-cf12eb71066c,Allow,Default anti-spam policy,<MWHPR01MB645069A68B54280248D6A443@MWHPR01MB6450.GBRP264.PROD.OUTLOOK.COM>,b095988e-c736-47df-818e-f1768594b145,lnguyen@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc07,b095988e-c736-47df-818e-f1768594b145-5800020167235737316-1,Mike Rodriguez,mike.rodriguez@KustoIndustries.com,KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc02,104.47.58.102,,mike.rodriguez@KustoIndustries.com,KustoIndustries.com,Project Status Update,,,2026-02-12T14:43:38.515Z,2026-02-12T14:43:38.515Z,1,,,1,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",,,Trigger,"[""Lisa Nguyen <lnguyen@KustoIndustries.com>""]",[],,KustoIndustries.com,28488,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}","{""Size"":73341,""InternetHeaders"":{},""SCL"":0}",,,,Delivered,Inbox/folder,1111569052,Intra-org,en,Deliver to recipient's Inbox,Default,051bb07a-2c28-4328-9c61-fecb5e01ae39,,,<SN6PR01MB4167869293E4B83640DD8E2C@SN6PR01MB4167.NAMP264.PROD.OUTLOOK.COM>,af8831d6-bdf2-4457-b784-cb585159025d,david.kim@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc04,af8831d6-bdf2-4457-b784-cb585159025d-5141631318622194811-1,HR Department,hr@KustoIndustries.com,KustoIndustries.com,b14c2a3e-8f17-4d59-a2e1-309f7c81aa11,40.126.24.152,,hr@KustoIndustries.com,KustoIndustries.com,Expense Report Submission Deadline,,,2026-02-12T14:45:20.515Z,2026-02-12T14:45:20.515Z,1,Move to the deleted items folder,Safe sender,0,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",,,Trigger,"[""David Kim <david.kim@KustoIndustries.com>""]",[],,KustoIndustries.com,54348,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}",,,,,Delivered,Inbox/folder,5577767947,Intra-org,en,Deliver to recipient's Inbox,Default,3c467e0d-ff99-4516-bed1-dfd3309aea99,,,<MWHPR01MB6003C1F8086CBD6F4A0A8E90@MWHPR01MB6003.NAMP264.PROD.OUTLOOK.COM>,5cfe8a91-770f-48f5-98cb-eb9255c889e6,rmartin@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc08,5cfe8a91-770f-48f5-98cb-eb9255c889e6-4317252610603521205-1,Finance Team,finance@KustoIndustries.com,KustoIndustries.com,b14c2a3e-8f17-4d59-a2e1-309f7c81aa12,52.100.136.12,,finance@KustoIndustries.com,KustoIndustries.com,New Policy Update: Remote Work Guidelines,,,2026-02-12T14:45:50.515Z,2026-02-12T14:45:50.515Z,0,,,1,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",,,,"[""Robert Martin <rmartin@KustoIndustries.com>""]",[],,KustoIndustries.com,24759,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}",,,KustoIndustries.com Intra-org connector,,Delivered,Inbox/folder,2674514418,Intra-org,en,Deliver to recipient's Inbox,Default,7f3f7501-f3c1-4375-bcd0-8957db30046c,,,<BN8PR01MB838978381CD3468149DA87A7@BN8PR01MB8389.NAMP264.PROD.OUTLOOK.COM>,d23cb77b-3bac-4658-94ad-eeac57e3cc9a,lnguyen@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc07,d23cb77b-3bac-4658-94ad-eeac57e3cc9a-7323807347812462671-1,Helpdesk,helpdesk@KustoIndustries.com,KustoIndustries.com,b14c2a3e-8f17-4d59-a2e1-309f7c81aa14,20.190.152.24,,helpdesk@KustoIndustries.com,KustoIndustries.com,Re: Your Recent Request,,,2026-02-12T14:46:06.515Z,2026-02-12T14:46:06.515Z,1,,,0,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",,,,"[""Lisa Nguyen <lnguyen@KustoIndustries.com>""]","[""Robert Taylor <robert.taylor@KustoIndustries.com>"", ""David Kim <david.kim@KustoIndustries.com>""]",,KustoIndustries.com,24831,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}",,,,,Delivered,Inbox/folder,7188286709,Intra-org,en,Deliver to recipient's Inbox,Default,7a64d272-8ad5-4def-b44f-4c9bdfb93244,Allow,Default anti-spam policy,<MW2PR01MB5382637E0A1DC7F040BD9D09@MW2PR01MB5382.NAMP264.PROD.OUTLOOK.COM>,c81979c6-5a76-4c4e-be4a-7b624c2c39f8,david.kim@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc04,c81979c6-5a76-4c4e-be4a-7b624c2c39f8-8703446762816584075-1,IT Support,it-support@KustoIndustries.com,KustoIndustries.com,b14c2a3e-8f17-4d59-a2e1-309f7c81aa10,40.107.22.42,,it-support@KustoIndustries.com,KustoIndustries.com,Training Session Reminder,,,2026-02-12T14:46:53.515Z,2026-02-12T14:46:53.515Z,0,,,0,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",,,,"[""David Kim <david.kim@KustoIndustries.com>""]",[],,KustoIndustries.com,86549,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}","{""Size"":58591,""InternetHeaders"":{},""SCL"":1}",,KustoIndustries.com Intra-org connector,,Delivered,Inbox/folder,5845945626,Intra-org,en,Deliver to recipient's Inbox,Default,1fed19ba-9b5e-49bc-8590-8da6e259e764,Allow,Default anti-spam policy,<BN8PR01MB2528035F33AF1DD24322902C@BN8PR01MB2528.NAMP264.PROD.OUTLOOK.COM>,f149d5d6-30f8-4dc0-8ed6-d51b0303af39,robert.taylor@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc06,f149d5d6-30f8-4dc0-8ed6-d51b0303af39-6678920910127109521-1,Mike Rodriguez,mike.rodriguez@KustoIndustries.com,KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc02,104.47.58.100,,mike.rodriguez@KustoIndustries.com,KustoIndustries.com,Weekly Team Meeting Notes,,,2026-02-12T14:47:06.515Z,2026-02-12T14:47:06.515Z,0,,,0,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",all-engineering@KustoIndustries.com,,,"[""Robert Taylor <robert.taylor@KustoIndustries.com>""]",[],,KustoIndustries.com,34111,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}","{""Size"":61158,""InternetHeaders"":{},""SCL"":0}",,KustoIndustries.com Intra-org connector,,Delivered,Inbox/folder,1654821569,Intra-org,en,Deliver to recipient's Inbox,Default,22e66ab6-9601-471b-8962-1c149c69f96f,Allow,Default anti-spam policy,<BN8PR01MB96262A7237385DCC4AC390C2@BN8PR01MB9626.GBRP264.PROD.OUTLOOK.COM>,3ed8ff7d-ade9-45f4-b15e-c7c9590ba9b1,lnguyen@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc07,3ed8ff7d-ade9-45f4-b15e-c7c9590ba9b1-3333133079528084214-1,Emily Parker,emily.parker@KustoIndustries.com,KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc03,20.190.152.26,,emily.parker@KustoIndustries.com,KustoIndustries.com,Q4 Budget Review - Draft,,,2026-02-12T14:48:05.515Z,2026-02-12T14:48:05.515Z,0,,,0,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",,,,"[""Lisa Nguyen <lnguyen@KustoIndustries.com>""]",[],,KustoIndustries.com,57604,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}","{""Size"":25894,""InternetHeaders"":{},""SCL"":0}",,KustoIndustries.com Intra-org connector,,Delivered,Inbox/folder,3629085434,Intra-org,en,Deliver to recipient's Inbox,Default,b5dbb83d-1e7f-43d2-866e-02120780164c,,,<BYAPR01MB61589E114E8035A64CE1B67D@BYAPR01MB6158.DEUP264.PROD.OUTLOOK.COM>,0d5110ce-0b45-49e0-9bf1-63acf4a5256f,emily.parker@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc03,0d5110ce-0b45-49e0-9bf1-63acf4a5256f-9047542605689159472-1,HR Department,hr@KustoIndustries.com,KustoIndustries.com,b14c2a3e-8f17-4d59-a2e1-309f7c81aa11,20.190.152.26,,hr@KustoIndustries.com,KustoIndustries.com,Re: Your Recent Request,,,2026-02-12T14:48:36.515Z,2026-02-12T14:48:36.515Z,1,,,0,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",,,ZAP,"[""Emily Parker <emily.parker@KustoIndustries.com>""]",[],,KustoIndustries.com,28661,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}","{""Size"":35404,""InternetHeaders"":{},""SCL"":0}",,,,Delivered,Inbox/folder,4749408622,Intra-org,en,Deliver to recipient's Inbox,Default,8a1e1570-cc3b-42ea-9247-e84166455d22,,,<BLUPR01MB7832CB39D05777F540859B35@BLUPR01MB7832.FRAP264.PROD.OUTLOOK.COM>,a5944a13-eaa6-46f8-b5a3-b57608582a08,mike.rodriguez@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc02,a5944a13-eaa6-46f8-b5a3-b57608582a08-6391589906691402340-1,Emily Parker,emily.parker@KustoIndustries.com,KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc03,20.190.152.24,,emily.parker@KustoIndustries.com,KustoIndustries.com,Quarterly Performance Review,,,2026-02-12T14:48:47.515Z,2026-02-12T14:48:47.515Z,0,,,0,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",,,ZAP,"[""Mike Rodriguez <mike.rodriguez@KustoIndustries.com>""]",[],,KustoIndustries.com,48354,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}","{""Size"":98551,""InternetHeaders"":{},""SCL"":0}",,,,Delivered,Inbox/folder,1177249334,Intra-org,en,Deliver to recipient's Inbox,Default,6f8417d6-8852-4afb-b5f5-9eab848e036a,Allow,Default anti-spam policy,<BN8PR01MB4815894FA2DCB86F4C81AD03@BN8PR01MB4815.JPNP264.PROD.OUTLOOK.COM>,128f4883-8c93-44c2-86a3-d474b86cc05c,mike.rodriguez@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc02,128f4883-8c93-44c2-86a3-d474b86cc05c-2252792737812326185-1,HR Department,hr@KustoIndustries.com,KustoIndustries.com,b14c2a3e-8f17-4d59-a2e1-309f7c81aa11,40.126.24.154,,hr@KustoIndustries.com,KustoIndustries.com,Training Session Reminder,,,2026-02-12T14:48:58.515Z,2026-02-12T14:48:58.515Z,5,,,0,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",all-finance@KustoIndustries.com,,,"[""Mike Rodriguez <mike.rodriguez@KustoIndustries.com>""]",[],,KustoIndustries.com,29122,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,2,"{""DKIM"": ""none"", ""DMARC"": ""none""}","{""Size"":118201,""InternetHeaders"":{},""SCL"":-1}",,,,Delivered,Inbox/folder,8969182926,Intra-org,en,Deliver to recipient's Inbox,Default,7bb60afe-6fee-4712-b26a-587a6297c3b8,,,<BYAPR01MB7062849B4BF1A29C4D06990C@BYAPR01MB7062.FRAP264.PROD.OUTLOOK.COM>,039fa8ed-fd0a-44bd-a1d3-6e7d25ac76bd,mike.rodriguez@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc02,039fa8ed-fd0a-44bd-a1d3-6e7d25ac76bd-6603441495995751147-1,Finance Team,finance@KustoIndustries.com,KustoIndustries.com,b14c2a3e-8f17-4d59-a2e1-309f7c81aa12,40.126.24.152,,finance@KustoIndustries.com,KustoIndustries.com,Expense Report Submission Deadline,,,2026-02-12T14:50:15.515Z,2026-02-12T14:50:15.515Z,0,,,0,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",,,,"[""Mike Rodriguez <mike.rodriguez@KustoIndustries.com>""]",[],,KustoIndustries.com,108488,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,3,"{""DKIM"": ""none"", ""DMARC"": ""none""}",,,,,Delivered,Inbox/folder,7487272719,Intra-org,en,Deliver to recipient's Inbox,Default,d9a71af6-95f0-4863-b7e9-3198a76869bc,,,<CY4PR01MB83427A2F802AA8BA44EB98B9@CY4PR01MB8342.JPNP264.PROD.OUTLOOK.COM>,ef7593ef-2cd0-422d-800e-cfc8b4286e3a,rmartin@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc08,ef7593ef-2cd0-422d-800e-cfc8b4286e3a-5142995049539764855-1,David Kim,david.kim@KustoIndustries.com,KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc04,52.100.136.12,,david.kim@KustoIndustries.com,KustoIndustries.com,Project Status Update,,,2026-02-12T14:51:48.515Z,2026-02-12T14:51:48.515Z,3,Move to the deleted items folder,Safe sender,0,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",all-staff@KustoIndustries.com,,,"[""Robert Martin <rmartin@KustoIndustries.com>""]",[],,KustoIndustries.com,195469,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}","{""Size"":112100,""InternetHeaders"":{},""SCL"":7}",,,,Blocked,Failed,5694384533,Unknown,en,Block message,Anti-spam policy,25020c8c-7ff5-440f-a548-f9c3c77414e4,Block,Anti-spam policy,<SN6PR01MB300312E7A50749024D62BC38@SN6PR01MB3003.DEUP264.PROD.OUTLOOK.COM>,75b3454d-c931-422b-acc2-3addcded18b6,sarah.chen@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc01,75b3454d-c931-422b-acc2-3addcded18b6-6346561795482272050-1,bounce,noreply@bounce.notifications.org,bounce.notifications.org,,124.162.226.156,,noreply@bounce.notifications.org,bounce.notifications.org,IT Support Ticket #72599,,,2026-02-12T14:52:01.515Z,2026-02-12T14:52:01.515Z,0,,,4,Failed,Blocked,,,,,"[""Sarah Chen <sarah.chen@KustoIndustries.com>""]",[],,KustoIndustries.com,70312,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}",,,,,Delivered,Inbox/folder,1347470213,Intra-org,en,Deliver to recipient's Inbox,Default,c881a4d0-df2f-47b8-abae-1c54f6e993c3,,,<MW2PR01MB8233E6A8DB31F1E247B7BE94@MW2PR01MB8233.GBRP264.PROD.OUTLOOK.COM>,767018be-5477-4022-b588-617de382f623,mike.rodriguez@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc02,767018be-5477-4022-b588-617de382f623-3765716131584428121-1,Emily Parker,emily.parker@KustoIndustries.com,KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc03,40.107.22.41,,emily.parker@KustoIndustries.com,KustoIndustries.com,Q4 Budget Review - Draft,,,2026-02-12T14:53:01.515Z,2026-02-12T14:53:01.515Z,1,,,0,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",,,,"[""Mike Rodriguez <mike.rodriguez@KustoIndustries.com>""]",[],,KustoIndustries.com,17435,false,Advanced Hunting,EmailEvents
a1b2c3d4-e5f6-7890-abcd-ef1234567890,0,"{""DKIM"": ""none"", ""DMARC"": ""none""}","{""Size"":116030,""InternetHeaders"":{},""SCL"":0}",,KustoIndustries.com Intra-org connector,,Delivered,Inbox/folder,7370414394,Intra-org,en,Deliver to recipient's Inbox,Default,fe2f66b2-238e-4d51-b589-8ebb52b714b1,,,<SN6PR01MB4608387102F0F64D4F199D48@SN6PR01MB4608.NAMP264.PROD.OUTLOOK.COM>,da015167-a8ae-4a38-9db4-098453df2690,emily.parker@KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc03,da015167-a8ae-4a38-9db4-098453df2690-7191367919541924191-1,Emily Parker,emily.parker@KustoIndustries.com,KustoIndustries.com,664c7377-5dd4-406e-bece-6109627bbc03,20.190.152.25,,emily.parker@KustoIndustries.com,KustoIndustries.com,Q4 Budget Review - Draft,,,2026-02-12T14:53:48.515Z,2026-02-12T14:53:48.515Z,1,,,0,Inbox/folder,Delivered,"{""fabd8050-1dcd-4cc1-b3c5-3fafab212cfa"": ""Disclaimer""}",,,Manual investigation,"[""Emily Parker <emily.parker@KustoIndustries.com>""]",[],,KustoIndustries.com,18797,false,Advanced Hunting,EmailEvents
